Property_ID,City,Locality,Property_Type,Bedrooms,Bathrooms,Area_sqft,Price,Property_Age,Furnishing,Parking,Sale_Status,Sale_Date,Price_per_sqft,Property_Age_Group
P105892,Chennai,Central,Villa,4,3,1548,10131390.0,7,Semi-Furnished,No,Available,,6544.825581395349,6-10 Years
P105893,Chennai,South,Apartment,1,3,3806,33436987.0,17,Unfurnished,Yes,Available,,8785.335522858644,11-20 Years
P105894,Pune,East,Builder Floor,1,1,1718,9943281.0,9,Unfurnished,Yes,Sold,2022-04-09,5787.707217694994,6-10 Years
P105895,Bangalore,South,Villa,4,2,3337,8552126.0,22,Semi-Furnished,No,Sold,2024-06-01,2562.818699430626,20+ Years
P105896,Pune,South,Villa,2,3,2237,17455119.0,0,Semi-Furnished,No,Available,,7802.914170764417,0-5 Years
P105897,Delhi,North,Apartment,5,2,1239,8968079.0,20,Furnished,Yes,Available,,7238.158999192898,11-20 Years
P105898,Kolkata,Central,Builder Floor,2,2,2242,18298594.0,20,Semi-Furnished,No,Sold,2022-11-05,8161.727921498662,11-20 Years
P105899,Mumbai,West,Studio,4,1,1960,7759665.0,9,Furnished,No,Sold,2024-03-30,3959.012755102041,6-10 Years
P105900,Bangalore,North,Builder Floor,2,2,2017,13179615.0,4,Unfurnished,Yes,Sold,2024-08-29,6534.2662369856225,0-5 Years
P105901,Bangalore,East,Apartment,1,4,3017,14074300.0,17,Furnished,Yes,Sold,2023-10-14,4664.998342724561,11-20 Years
P105902,Bangalore,South,Apartment,3,4,2378,19743254.0,18,Unknown,Yes,Sold,2021-02-20,8302.46173254836,11-20 Years
P105903,Pune,East,Apartment,2,1,2985,37437879.0,12,Semi-Furnished,No,Sold,2024-04-26,12542.003015075377,11-20 Years
P105904,Delhi,North,Apartment,3,3,1720,4636190.0,5,Furnished,No,Sold,2021-05-15,2695.4593023255816,0-5 Years
P105905,Bangalore,North,Studio,2,2,443,17849326.0,16,Furnished,Yes,Sold,2023-09-27,40291.932279909706,11-20 Years
P105906,Kolkata,West,Builder Floor,4,4,996,20868834.0,21,Furnished,No,Available,,20952.64457831325,20+ Years
P105907,Bangalore,South,Builder Floor,3,1,421,35531775.0,13,Semi-Furnished,No,Available,,84398.51543942993,11-20 Years
P105908,Chennai,North,Villa,2,1,625,7518105.0,5,Unfurnished,Yes,Sold,2021-02-17,12028.968,0-5 Years
P105909,Mumbai,East,Studio,4,2,948,7936971.0,22,Furnished,No,Sold,2024-07-10,8372.332278481013,20+ Years
P105910,Chennai,West,Studio,1,1,773,41418295.0,24,Unfurnished,No,Available,,53581.23544631307,20+ Years
P105911,Chennai,East,Villa,5,3,3060,23805300.0,15,Unfurnished,No,Sold,2024-06-29,7779.509803921569,11-20 Years
P105912,Mumbai,South,Villa,4,2,3101,18771691.0,8,Unfurnished,No,Sold,2023-12-27,6053.431473718156,6-10 Years
P105913,Kolkata,West,Builder Floor,4,3,1427,12367306.0,3,Furnished,No,Sold,2024-09-12,8666.64751226349,0-5 Years
P105914,Delhi,West,Builder Floor,1,4,2471,40978309.0,17,Unfurnished,No,Sold,2023-01-05,16583.694455685956,11-20 Years
P105915,Chennai,West,Builder Floor,3,4,2385,9875066.0,4,Furnished,Yes,Available,,4140.488888888889,0-5 Years
P105916,Delhi,Central,Studio,2,4,2126,3031546.0,0,Unfurnished,Yes,Sold,2021-08-24,1425.9388523047978,0-5 Years
P105917,Chennai,West,Studio,3,4,1232,18793057.0,14,Unfurnished,Yes,Available,,15254.104707792209,11-20 Years
P105918,Hyderabad,East,Villa,4,1,3793,15446818.0,11,Furnished,No,Available,,4072.453994199842,11-20 Years
P105919,Mumbai,East,Apartment,2,3,2204,8820820.0,13,Furnished,Yes,Sold,2023-12-26,4002.186932849365,11-20 Years
P105920,Chennai,South,Apartment,5,1,2986,32031111.0,20,Semi-Furnished,Yes,Available,,10727.096784996651,11-20 Years
P105921,Hyderabad,North,Apartment,5,1,771,30878369.0,11,Semi-Furnished,Yes,Available,,40049.765239948116,11-20 Years
P105922,Pune,North,Apartment,2,4,2016,25414157.0,12,Semi-Furnished,No,Available,,12606.22867063492,11-20 Years
P105923,Hyderabad,Central,Apartment,4,3,1788,35020626.0,2,Unfurnished,Yes,Sold,2022-03-30,19586.479865771813,0-5 Years
P105924,Bangalore,West,Builder Floor,1,2,1312,6102083.0,13,Semi-Furnished,Yes,Sold,2023-10-08,4650.977896341464,11-20 Years
P105925,Chennai,Central,Villa,3,2,1492,30525465.0,22,Semi-Furnished,No,Sold,2022-04-07,20459.42694369973,20+ Years
P105926,Hyderabad,South,Apartment,3,2,3943,20449115.0,6,Semi-Furnished,No,Sold,2021-02-24,5186.181841237636,6-10 Years
P105927,Delhi,South,Apartment,1,3,3976,38962443.0,2,Unknown,Yes,Available,,9799.407193158953,0-5 Years
P105928,Pune,North,Apartment,1,4,1736,15573897.0,20,Semi-Furnished,No,Available,,8971.138824884792,11-20 Years
P105929,Kolkata,South,Builder Floor,5,4,1495,5085800.0,8,Furnished,No,Available,,3401.872909698997,6-10 Years
P105930,Chennai,West,Apartment,1,3,1669,5158306.0,3,Unfurnished,No,Available,,3090.656680647094,0-5 Years
P105931,Bangalore,East,Villa,2,4,1157,33570272.0,1,Unfurnished,Yes,Sold,2022-10-24,29014.928262748486,0-5 Years
P105932,Kolkata,South,Builder Floor,5,3,2188,33777485.0,2,Furnished,Yes,Sold,2022-05-07,15437.607404021937,0-5 Years
P105933,Hyderabad,Central,Builder Floor,4,3,1496,31098663.0,0,Semi-Furnished,Yes,Available,,20787.876336898396,0-5 Years
P105934,Kolkata,West,Studio,5,2,3233,41520022.0,4,Semi-Furnished,No,Sold,2022-03-11,12842.567893597277,0-5 Years
P105935,Kolkata,South,Studio,5,2,3999,5142161.0,8,Furnished,Yes,Available,,1285.8617154288572,6-10 Years
P105936,Pune,South,Builder Floor,3,1,2287,13604651.0,17,Semi-Furnished,No,Sold,2024-01-14,5948.688675120245,11-20 Years
P105937,Kolkata,West,Apartment,1,3,3461,21779595.0,12,Semi-Furnished,No,Sold,2023-01-16,6292.861889627276,11-20 Years
P105938,Kolkata,South,Apartment,2,2,2487,17794537.0,18,Semi-Furnished,Yes,Sold,2022-03-18,7155.020908725372,11-20 Years
P105939,Chennai,East,Apartment,1,2,3510,22069464.0,18,Unfurnished,No,Sold,2023-10-06,6287.596581196582,11-20 Years
P105940,Pune,North,Apartment,3,2,3527,19441267.0,6,Furnished,Yes,Available,,5512.125602495038,6-10 Years
P105941,Bangalore,West,Studio,1,4,3332,40886887.0,6,Semi-Furnished,Yes,Sold,2021-08-22,12270.974489795919,6-10 Years
P105942,Hyderabad,Central,Villa,2,2,3192,22718351.0,14,Furnished,No,Sold,2024-11-19,7117.277882205513,11-20 Years
P105943,Pune,South,Builder Floor,1,4,965,7059862.0,16,Unfurnished,Yes,Available,,7315.919170984456,11-20 Years
P105944,Pune,North,Apartment,3,2,3643,24419528.0,2,Semi-Furnished,No,Available,,6703.136975020588,0-5 Years
P105945,Mumbai,Central,Studio,2,4,701,18511146.0,16,Furnished,No,Available,,26406.77032810271,11-20 Years
P105946,Pune,Central,Villa,1,4,3961,31329698.0,24,Unfurnished,Yes,Available,,7909.542539762686,20+ Years
P105947,Mumbai,East,Builder Floor,3,2,3903,39730588.0,22,Unfurnished,No,Sold,2023-12-13,10179.499871893415,20+ Years
P105948,Hyderabad,North,Builder Floor,3,3,2124,20343181.0,13,Furnished,No,Available,,9577.768832391714,11-20 Years
P105949,Kolkata,West,Builder Floor,5,1,3409,28210692.0,4,Unknown,Yes,Available,,8275.356996186565,0-5 Years
P105950,Chennai,North,Apartment,2,1,1333,12930132.0,6,Semi-Furnished,No,Sold,2024-09-28,9700.0240060015,6-10 Years
P105951,Chennai,North,Builder Floor,2,3,954,21862260.0,18,Furnished,No,Sold,2024-01-25,22916.415094339623,11-20 Years
P105952,Hyderabad,Central,Apartment,1,2,403,38774277.0,18,Unknown,No,Available,,96214.08684863524,11-20 Years
P105953,Hyderabad,East,Villa,5,3,1684,11735720.0,0,Furnished,Yes,Sold,2022-02-25,6968.954869358669,0-5 Years
P105954,Delhi,East,Studio,2,2,1280,40570431.0,20,Furnished,No,Available,,31695.64921875,11-20 Years
P105955,Kolkata,North,Studio,3,2,809,6007874.0,22,Unfurnished,Yes,Sold,2023-01-05,7426.296662546353,20+ Years
P105956,Hyderabad,North,Studio,2,2,2170,35521317.0,18,Furnished,Yes,Available,,16369.270506912442,11-20 Years
P105957,Pune,South,Builder Floor,5,2,2712,9895731.0,20,Unfurnished,No,Available,,3648.8683628318586,11-20 Years
P105958,Chennai,Central,Studio,4,2,2462,22276246.0,16,Unfurnished,No,Available,,9048.028432168969,11-20 Years
P105959,Bangalore,West,Villa,3,3,487,14180229.0,22,Furnished,No,Available,,29117.51334702259,20+ Years
P105960,Chennai,West,Apartment,2,3,2407,15363979.0,14,Furnished,Yes,Sold,2024-08-12,6383.040714582467,11-20 Years
P105961,Mumbai,East,Studio,3,1,498,36731142.0,7,Furnished,No,Sold,2024-02-27,73757.31325301205,6-10 Years
P105962,Chennai,Central,Apartment,1,2,1407,7993627.0,7,Semi-Furnished,No,Sold,2021-08-31,5681.326936744847,6-10 Years
P105963,Delhi,East,Apartment,3,3,2040,30780569.0,0,Unfurnished,Yes,Sold,2021-08-20,15088.514215686275,0-5 Years
P105964,Kolkata,West,Studio,2,3,616,24232303.0,19,Unfurnished,No,Sold,2024-01-12,39338.15422077922,11-20 Years
P105965,Hyderabad,North,Studio,1,2,2857,23802950.0,8,Unfurnished,No,Sold,2024-03-02,8331.449072453623,6-10 Years
P105966,Kolkata,Central,Studio,1,2,590,15859959.0,1,Unfurnished,No,Available,,26881.286440677966,0-5 Years
P105967,Hyderabad,Central,Builder Floor,1,3,1638,39274754.0,0,Unfurnished,Yes,Sold,2022-07-21,23977.261294261294,0-5 Years
P105968,Chennai,South,Studio,4,2,2133,31513164.0,15,Semi-Furnished,Yes,Available,,14774.104078762306,11-20 Years
P105969,Bangalore,North,Builder Floor,4,4,1016,16609395.0,21,Unknown,No,Sold,2024-11-02,16347.829724409448,20+ Years
P105970,Bangalore,North,Villa,1,3,3498,40742654.0,12,Semi-Furnished,No,Sold,2023-01-05,11647.413950829045,11-20 Years
P105971,Delhi,East,Apartment,2,1,1605,15519976.0,10,Furnished,No,Available,,9669.766978193147,6-10 Years
P105972,Mumbai,Central,Villa,1,2,3042,15335050.0,0,Furnished,No,Available,,5041.107823800132,0-5 Years
P105973,Chennai,East,Studio,1,4,3630,37050222.0,5,Semi-Furnished,No,Sold,2021-09-23,10206.672727272728,0-5 Years
P105974,Hyderabad,North,Apartment,3,1,2677,25510176.0,0,Unfurnished,Yes,Sold,2023-10-19,9529.389615240942,0-5 Years
P105975,Chennai,South,Studio,3,1,3706,42061486.0,5,Unfurnished,No,Sold,2022-05-13,11349.56449001619,0-5 Years
P105976,Delhi,Central,Studio,3,1,3247,11525539.0,8,Unfurnished,Yes,Available,,3549.596242685556,6-10 Years
P105977,Pune,North,Apartment,5,2,3857,18551523.0,12,Unfurnished,Yes,Sold,2023-05-19,4809.832253046409,11-20 Years
P105978,Pune,South,Villa,3,1,929,41891684.0,15,Unfurnished,Yes,Sold,2024-04-11,45093.308934338,11-20 Years
P105979,Delhi,West,Studio,3,3,3755,39254623.0,20,Semi-Furnished,Yes,Sold,2021-02-03,10453.960852197071,11-20 Years
P105980,Hyderabad,North,Apartment,2,3,470,36736884.0,19,Semi-Furnished,No,Sold,2022-03-21,78163.58297872341,11-20 Years
P105981,Kolkata,West,Villa,4,2,3975,39949184.0,23,Semi-Furnished,No,Sold,2021-12-30,10050.109182389937,20+ Years
P105982,Delhi,East,Builder Floor,4,2,1638,22476782.0,3,Furnished,No,Sold,2024-09-26,13722.089133089134,0-5 Years
P105983,Hyderabad,West,Villa,4,1,2564,24350086.0,19,Furnished,Yes,Sold,2021-03-05,9496.913416536661,11-20 Years
P105984,Bangalore,North,Villa,5,2,499,4676111.0,10,Semi-Furnished,Yes,Sold,2022-11-11,9370.963927855712,6-10 Years
P105985,Delhi,West,Apartment,1,3,999,23625653.0,12,Semi-Furnished,No,Available,,23649.3023023023,11-20 Years
P105986,Hyderabad,Central,Villa,3,3,1259,39152750.0,24,Furnished,No,Sold,2021-04-21,31098.2922954726,20+ Years
P105987,Delhi,North,Builder Floor,2,3,2088,30500544.0,0,Semi-Furnished,No,Sold,2023-09-02,14607.540229885057,0-5 Years
P105988,Delhi,South,Builder Floor,5,2,2742,28287442.0,2,Furnished,Yes,Available,,10316.353756382203,0-5 Years
P105989,Kolkata,West,Studio,4,3,3648,11929144.0,10,Furnished,Yes,Sold,2021-10-25,3270.0504385964914,6-10 Years
P105990,Kolkata,Central,Builder Floor,5,2,3603,17580537.0,19,Semi-Furnished,No,Sold,2022-06-03,4879.416319733556,11-20 Years
P105991,Hyderabad,East,Studio,2,4,1404,30779718.0,7,Semi-Furnished,Yes,Available,,21922.87606837607,6-10 Years
P105992,Hyderabad,East,Builder Floor,5,1,3081,32891025.0,0,Furnished,Yes,Sold,2023-06-15,10675.438169425512,0-5 Years
P105993,Mumbai,West,Villa,4,4,2146,11038894.0,18,Semi-Furnished,Yes,Available,,5143.939422180802,11-20 Years
P105994,Delhi,East,Studio,1,3,2504,40629042.0,13,Unfurnished,No,Available,,16225.655750798722,11-20 Years
P105995,Pune,South,Builder Floor,4,1,3484,21902289.0,17,Furnished,No,Sold,2022-11-26,6286.535304247991,11-20 Years
P105996,Delhi,North,Villa,4,3,2640,27884670.0,5,Furnished,No,Sold,2023-03-29,10562.375,0-5 Years
P105997,Delhi,Central,Villa,4,3,1393,37980547.0,8,Unfurnished,Yes,Sold,2022-11-17,27265.288585786075,6-10 Years
P105998,Hyderabad,West,Studio,5,4,3981,10712067.0,8,Unfurnished,No,Available,,2690.798040693293,6-10 Years
P105999,Delhi,East,Apartment,2,3,1576,20982042.0,14,Unfurnished,Yes,Sold,2022-09-29,13313.47842639594,11-20 Years
P106000,Chennai,North,Villa,4,1,1446,14979535.0,4,Semi-Furnished,No,Available,,10359.291147994467,0-5 Years
P106001,Delhi,South,Villa,5,3,429,41564237.0,18,Unfurnished,No,Available,,96886.33333333333,11-20 Years
P106002,Chennai,East,Apartment,2,1,3840,15652109.0,23,Unfurnished,No,Sold,2021-04-12,4076.0700520833334,20+ Years
P106003,Kolkata,East,Studio,1,4,2124,20430918.0,8,Semi-Furnished,No,Sold,2024-11-08,9619.07627118644,6-10 Years
P106004,Pune,Central,Builder Floor,4,2,3862,11531255.0,8,Unfurnished,No,Sold,2023-05-20,2985.8247022268256,6-10 Years
P106005,Hyderabad,South,Builder Floor,3,3,2757,37410509.0,16,Furnished,No,Sold,2022-12-25,13569.2814653609,11-20 Years
P106006,Delhi,South,Villa,5,4,2044,37731177.0,14,Unfurnished,No,Sold,2022-11-10,18459.479941291585,11-20 Years
P106007,Chennai,West,Apartment,1,3,3872,17069573.0,20,Unfurnished,Yes,Sold,2022-01-25,4408.46410123967,11-20 Years
P106008,Chennai,Central,Villa,1,1,1776,35241469.0,9,Semi-Furnished,Yes,Available,,19843.169481981982,6-10 Years
P106009,Kolkata,West,Studio,1,3,971,19353322.0,8,Semi-Furnished,No,Sold,2021-03-23,19931.330587023687,6-10 Years
P106010,Chennai,Central,Villa,5,2,465,22050970.0,18,Unfurnished,No,Available,,47421.44086021505,11-20 Years
P106011,Bangalore,South,Builder Floor,2,3,2613,38488842.0,6,Unfurnished,Yes,Sold,2023-07-08,14729.752009184846,6-10 Years
P106012,Mumbai,Central,Apartment,3,2,1915,44340656.0,24,Furnished,No,Sold,2023-01-05,23154.38955613577,20+ Years
P106013,Pune,Central,Studio,2,2,963,36860088.0,12,Semi-Furnished,Yes,Sold,2023-01-05,38276.31152647975,11-20 Years
P106014,Kolkata,Central,Villa,4,3,579,30433039.0,1,Furnished,No,Available,,52561.37996545769,0-5 Years
P106015,Kolkata,North,Builder Floor,3,4,2991,27229547.0,17,Furnished,No,Sold,2024-12-24,9103.827148111,11-20 Years
P106016,Delhi,North,Villa,2,3,1125,7589530.0,20,Unfurnished,No,Available,,6746.248888888889,11-20 Years
P106017,Bangalore,South,Builder Floor,4,2,1176,15714477.0,7,Unfurnished,No,Sold,2022-12-07,13362.650510204081,6-10 Years
P106018,Delhi,Central,Apartment,3,4,1440,8556027.0,20,Unfurnished,Yes,Available,,5941.685416666666,11-20 Years
P106019,Delhi,South,Studio,5,2,2573,12377026.0,7,Unknown,No,Sold,2022-03-09,4810.348231636222,6-10 Years
P106020,Hyderabad,North,Villa,4,2,481,18849975.0,19,Furnished,Yes,Sold,2022-11-13,39189.13721413721,11-20 Years
P106021,Hyderabad,Central,Studio,2,3,3511,36208945.0,8,Semi-Furnished,Yes,Available,,10313.00056963828,6-10 Years
P106022,Hyderabad,West,Apartment,3,1,2039,3272494.0,12,Semi-Furnished,Yes,Available,,1604.9504659146642,11-20 Years
P106023,Bangalore,North,Builder Floor,4,3,3690,23100917.0,19,Semi-Furnished,Yes,Sold,2024-05-02,6260.4111111111115,11-20 Years
P106024,Delhi,North,Apartment,4,1,3418,38738140.0,20,Semi-Furnished,Yes,Sold,2024-06-16,11333.569338794618,11-20 Years
P106025,Mumbai,North,Apartment,5,1,1605,39764431.0,11,Semi-Furnished,Yes,Sold,2022-12-02,24775.346417445482,11-20 Years
P106026,Pune,Central,Studio,4,3,2885,17605532.0,6,Semi-Furnished,No,Sold,2021-10-09,6102.4374350086655,6-10 Years
P106027,Hyderabad,East,Apartment,3,1,1367,13904970.0,24,Furnished,Yes,Sold,2024-11-11,10171.88734455011,20+ Years
P106028,Hyderabad,West,Villa,1,2,2113,8074674.0,20,Unfurnished,No,Available,,3821.4264079507807,11-20 Years
P106029,Kolkata,West,Builder Floor,3,4,2977,18087071.0,22,Semi-Furnished,No,Available,,6075.603291904602,20+ Years
P106030,Delhi,South,Apartment,3,3,2076,24655378.0,12,Furnished,No,Available,,11876.386319845857,11-20 Years
P106031,Delhi,Central,Villa,5,1,1584,36844041.0,12,Furnished,No,Sold,2021-08-03,23260.126893939392,11-20 Years
P106032,Bangalore,North,Builder Floor,5,2,2334,21608821.0,3,Unfurnished,Yes,Sold,2021-04-13,9258.278063410455,0-5 Years
P106033,Bangalore,East,Studio,4,4,2446,9447344.0,1,Unknown,Yes,Sold,2022-10-12,3862.3646770237124,0-5 Years
P106034,Hyderabad,Central,Builder Floor,5,1,3381,40352119.0,1,Unfurnished,No,Sold,2022-04-15,11934.965690624076,0-5 Years
P106035,Delhi,Central,Studio,4,1,3181,38728214.0,4,Unfurnished,Yes,Available,,12174.855077019805,0-5 Years
P106036,Mumbai,East,Builder Floor,1,2,956,28430368.0,1,Unfurnished,Yes,Available,,29738.878661087867,0-5 Years
P106037,Pune,North,Apartment,2,4,1610,11609117.0,14,Semi-Furnished,No,Sold,2021-11-23,7210.631677018633,11-20 Years
P106038,Delhi,Central,Studio,5,4,3825,12494621.0,1,Semi-Furnished,Yes,Sold,2022-03-21,3266.567581699346,0-5 Years
P106039,Kolkata,West,Studio,5,2,3846,27727604.0,1,Semi-Furnished,Yes,Available,,7209.4654186167445,0-5 Years
P106040,Delhi,West,Studio,1,4,1890,29751345.0,19,Unknown,No,Available,,15741.452380952382,11-20 Years
P106041,Chennai,East,Apartment,5,3,2688,24532544.0,7,Furnished,Yes,Sold,2022-03-22,9126.690476190477,6-10 Years
P106042,Bangalore,North,Apartment,1,4,2160,12845853.0,22,Furnished,Yes,Sold,2023-01-31,5947.154166666666,20+ Years
P106043,Kolkata,East,Builder Floor,4,1,2781,26046753.0,4,Semi-Furnished,Yes,Sold,2023-06-14,9365.9665587918,0-5 Years
P106044,Pune,Central,Builder Floor,5,4,447,41790588.0,15,Unfurnished,Yes,Available,,93491.24832214766,11-20 Years
P106045,Hyderabad,West,Apartment,5,3,3582,22983649.0,22,Unfurnished,No,Sold,2022-07-08,6416.429089893914,20+ Years
P106046,Kolkata,South,Apartment,4,3,3575,33865212.0,21,Furnished,No,Sold,2023-08-29,9472.786573426574,20+ Years
P106047,Delhi,East,Studio,5,1,862,25437342.0,23,Unfurnished,No,Sold,2023-04-24,29509.677494199535,20+ Years
P106048,Hyderabad,South,Builder Floor,3,1,1497,15731643.0,13,Furnished,Yes,Available,,10508.779559118237,11-20 Years
P106049,Delhi,South,Builder Floor,1,3,2764,31291831.0,7,Unfurnished,Yes,Sold,2024-12-14,11321.212373371925,6-10 Years
P106050,Hyderabad,West,Studio,2,2,2449,40073671.0,22,Semi-Furnished,No,Available,,16363.27929767252,20+ Years
P106051,Pune,East,Studio,3,3,2819,37140725.0,20,Furnished,Yes,Sold,2023-06-25,13175.141894288754,11-20 Years
P106052,Bangalore,South,Studio,2,4,2193,6929268.0,21,Furnished,No,Available,,3159.720930232558,20+ Years
P106053,Pune,Central,Villa,3,1,3940,36266835.0,10,Unfurnished,Yes,Sold,2023-01-19,9204.780456852792,6-10 Years
P106054,Chennai,North,Villa,3,2,2267,9850078.0,10,Semi-Furnished,No,Sold,2021-12-29,4344.983678870754,6-10 Years
P106055,Mumbai,North,Apartment,3,3,1433,26567572.0,7,Semi-Furnished,No,Sold,2021-06-18,18539.82693649686,6-10 Years
P106056,Bangalore,West,Builder Floor,1,1,987,40445054.0,22,Semi-Furnished,Yes,Available,,40977.76494427558,20+ Years
P106057,Pune,East,Studio,2,4,822,7629395.0,15,Semi-Furnished,Yes,Sold,2021-05-11,9281.502433090025,11-20 Years
P106058,Chennai,East,Studio,4,2,3729,4798421.0,20,Furnished,No,Sold,2022-09-24,1286.7849289353715,11-20 Years
P106059,Mumbai,North,Builder Floor,4,2,2056,34774008.0,7,Semi-Furnished,No,Sold,2022-07-14,16913.4280155642,6-10 Years
P106060,Chennai,Central,Villa,5,2,3280,13490296.0,19,Unfurnished,Yes,Sold,2021-06-25,4112.895121951219,11-20 Years
P106061,Delhi,North,Builder Floor,1,4,3409,17711399.0,21,Unknown,Yes,Sold,2023-12-09,5195.482252860076,20+ Years
P106062,Delhi,North,Apartment,1,1,3174,43785049.0,19,Unfurnished,Yes,Sold,2022-02-27,13794.911468178954,11-20 Years
P106063,Hyderabad,East,Villa,1,3,875,13587920.0,11,Semi-Furnished,Yes,Available,,15529.051428571429,11-20 Years
P106064,Bangalore,South,Builder Floor,3,1,644,12800536.0,4,Furnished,No,Sold,2023-02-02,19876.608695652172,0-5 Years
P106065,Delhi,Central,Builder Floor,1,4,3808,44706354.2264,2,Unfurnished,No,Sold,2023-08-30,11740.114030042017,0-5 Years
P106066,Kolkata,East,Apartment,4,1,3139,13745666.0,17,Semi-Furnished,No,Sold,2022-07-24,4378.995221408091,11-20 Years
P106067,Chennai,North,Builder Floor,1,2,887,8570103.0,0,Furnished,No,Sold,2021-05-24,9661.897406989854,0-5 Years
P106068,Bangalore,South,Villa,3,3,3300,29842648.0,18,Semi-Furnished,Yes,Sold,2023-07-14,9043.226666666667,11-20 Years
P106069,Kolkata,Central,Studio,2,4,2235,13528521.0,12,Semi-Furnished,Yes,Sold,2024-10-24,6053.029530201342,11-20 Years
P106070,Delhi,West,Studio,1,2,2225,16463273.0,10,Semi-Furnished,No,Sold,2022-12-06,7399.223820224719,6-10 Years
P106071,Hyderabad,Central,Studio,2,1,1496,39767356.0,0,Unknown,Yes,Available,,26582.457219251337,0-5 Years
P106072,Pune,Central,Villa,5,2,1152,35767605.0,21,Unfurnished,No,Sold,2021-10-28,31048.268229166668,20+ Years
P106073,Hyderabad,North,Builder Floor,3,1,2297,35151501.0,17,Semi-Furnished,No,Available,,15303.22202873313,11-20 Years
P106074,Kolkata,North,Builder Floor,1,1,1327,18516241.0,18,Furnished,No,Sold,2023-04-28,13953.459683496609,11-20 Years
P106075,Mumbai,West,Builder Floor,5,4,1428,21548758.0,12,Unfurnished,No,Available,,15090.166666666666,11-20 Years
P106076,Delhi,West,Builder Floor,5,1,1885,21728335.0,7,Semi-Furnished,No,Available,,11526.968169761274,6-10 Years
P106077,Kolkata,West,Studio,2,2,1789,42288159.0,20,Furnished,Yes,Sold,2021-10-05,23637.875349357182,11-20 Years
P106078,Mumbai,East,Villa,4,4,3966,18637361.0,17,Furnished,No,Available,,4699.28416540595,11-20 Years
P106079,Mumbai,East,Apartment,4,3,2664,23579538.0,1,Unfurnished,No,Sold,2024-07-10,8851.177927927927,0-5 Years
P106080,Chennai,North,Villa,4,4,1637,3682079.0,18,Unfurnished,No,Sold,2021-03-06,2249.284667073916,11-20 Years
P106081,Bangalore,North,Builder Floor,4,2,1358,30575728.0,18,Unfurnished,Yes,Available,,22515.263622974962,11-20 Years
P106082,Chennai,West,Builder Floor,3,1,1748,11295783.0,23,Unknown,Yes,Sold,2023-06-17,6462.118421052632,20+ Years
P106083,Delhi,East,Villa,1,4,2757,9294286.0,4,Semi-Furnished,Yes,Sold,2024-06-19,3371.159231048241,0-5 Years
P106084,Mumbai,South,Villa,1,4,2485,44706354.2264,7,Unfurnished,No,Available,,17990.484598148894,6-10 Years
P106085,Kolkata,East,Studio,3,4,1304,30221212.0,19,Unfurnished,Yes,Available,,23175.776073619632,11-20 Years
P106086,Pune,North,Builder Floor,2,2,1484,5470738.0,24,Furnished,No,Available,,3686.4811320754716,20+ Years
P106087,Mumbai,East,Villa,1,1,1518,25362063.0,2,Unfurnished,Yes,Sold,2024-03-16,16707.551383399208,0-5 Years
P106088,Kolkata,North,Builder Floor,5,3,2680,16799946.0,1,Furnished,Yes,Sold,2023-09-17,6268.636567164179,0-5 Years
P106089,Pune,West,Villa,1,3,2212,7674942.0,5,Semi-Furnished,No,Available,,3469.6844484629296,0-5 Years
P106090,Chennai,West,Builder Floor,3,1,1971,21709670.0,15,Furnished,Yes,Sold,2021-09-09,11014.545915778792,11-20 Years
P106091,Chennai,West,Villa,2,3,912,40918071.0,14,Unknown,Yes,Available,,44866.30592105263,11-20 Years
P106092,Bangalore,South,Builder Floor,1,1,2597,3529202.0,3,Furnished,No,Available,,1358.9534077782057,0-5 Years
P106093,Kolkata,South,Apartment,3,4,3942,28908900.0,1,Furnished,No,Sold,2021-06-06,7333.561643835616,0-5 Years
P106094,Mumbai,North,Studio,5,4,2662,8029975.0,13,Unfurnished,No,Available,,3016.5195341848234,11-20 Years
P106095,Hyderabad,Central,Apartment,4,2,2846,31104434.0,5,Furnished,No,Sold,2023-11-01,10929.175685172171,0-5 Years
P106096,Chennai,South,Studio,5,4,1981,13375523.0,19,Semi-Furnished,No,Sold,2022-06-28,6751.904593639576,11-20 Years
P106097,Chennai,North,Studio,5,2,2000,12978944.0,19,Unknown,Yes,Sold,2023-01-21,6489.472,11-20 Years
P106098,Bangalore,East,Villa,2,3,3477,15187629.0,3,Unfurnished,Yes,Sold,2022-08-08,4368.026747195859,0-5 Years
P106099,Pune,West,Apartment,1,3,2359,36502480.0,19,Unfurnished,Yes,Available,,15473.709198813056,11-20 Years
P106100,Bangalore,West,Studio,4,4,3552,27176830.0,23,Semi-Furnished,Yes,Available,,7651.134572072072,20+ Years
P106101,Mumbai,West,Builder Floor,3,1,2636,19106125.0,0,Unfurnished,Yes,Sold,2023-12-07,7248.150606980274,0-5 Years
P106102,Kolkata,North,Villa,4,3,2086,35754725.0,24,Furnished,No,Sold,2023-02-16,17140.328379674018,20+ Years
P106103,Delhi,West,Villa,1,3,1059,40540504.0,13,Semi-Furnished,Yes,Available,,38281.87346553352,11-20 Years
P106104,Delhi,South,Builder Floor,2,3,427,10440763.0,2,Unfurnished,Yes,Sold,2021-07-05,24451.435597189695,0-5 Years
P106105,Kolkata,East,Builder Floor,1,1,3124,14175972.0,20,Furnished,Yes,Available,,4537.763124199744,11-20 Years
